,학교종류명,설립구분,표준학교코드,학교명,영문학교명,관할조직명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,팩스번호,남녀공학구분명,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,시도교육청코드,시도교육청명,소재지명,주야과정,계열명,학과명,적재일시,위도,경도,위경도
827,중학교,공립,7031218,진관중학교,Jingwan Middle School,서울특별시서부교육지원청,3302,서울특별시 은평구 진관4로 36,(진관동),02-383-5378,http://jingwan.sen.ms.kr,02-383-3696,남여공학,,N,해당없음,,전기,주간,20080901,20180501,B10,서울특별시교육청,서울특별시,,,,20211108,37.64425564,126.9257277,"(37.64425564,126.9257277)"
828,중학교,공립,7031217,증산중학교,Jeungsan Middle School,서울특별시서부교육지원청,3493,서울특별시 은평구 증산로5길 27-30,/ 증산중학교 (증산동),02-303-9294,http://www.jeungsan.ms.kr,02-376-3496,남여공학,,N,일반계,,전기,주간,19860129,19860417,B10,서울특별시교육청,서울특별시,,,,20211108,37.58381539,126.9049399,"(37.58381539,126.9049399)"
829,중학교,사립,7031216,중앙여자중학교,Jungang Girls’ Middle School,서울특별시서부교육지원청,3762,서울특별시 서대문구 북아현로11가길 7,(북아현동/ 중앙여자중학교),02-362-3063,http://jungang1940.ms.kr,02-393-5129,여,,N,일반계,,전기,주간,19401010,19401010,B10,서울특별시교육청,서울특별시,,,,20211108,37.56317672,126.9540593,"(37.56317672,126.9540593)"
830,중학교,공립,7031215,중암중학교,Joongam Middle School,서울특별시서부교육지원청,3934,서울특별시 마포구 월드컵북로38길 25,(중동/중암중학교),02-309-5778,http://joongam.sen.ms.kr,02-305-4915,남여공학,,N,일반계,,전기,주간,19841208,19850513,B10,서울특별시교육청,서울특별시,,,,20211108,37.57243177,126.9035851,"(37.57243177,126.9035851)"
831,중학교,사립,7031214,정원여자중학교,Jungwon Girls’ Middle School,서울특별시서부교육지원청,3652,서울특별시 서대문구 연희로37안길 51,/ 정원여자중학교 (홍은동),02-394-6301,https://jungwon.sen.ms.kr/,02-391-6306,여,,N,일반계,,전기,주간,19690115,19690408,B10,서울특별시교육청,서울특별시,,,,20211108,37.58538212,126.9333431,"(37.58538212,126.9333431)"
832,중학교,사립,7031213,인창중학교,Inchang Middle School,서울특별시서부교육지원청,3746,서울특별시 서대문구 경기대로 65,(충정로2가/인창중학교),02-300-4567,http://ic.ms.kr/,02-300-4501,남,,N,일반계,,전기,주간,19450901,19531010,B10,서울특별시교육청,서울특별시,,,,20211108,37.56488513,126.9640232,"(37.56488513,126.9640232)"
833,중학교,공립,7031212,인왕중학교,Inwang Middle School,서울특별시서부교육지원청,3620,서울 서대문구 세검정로4길 69,/ 69 (홍제동),02-396-5406,http://www.inwang.ms.kr,02-396-5416,남여공학,,N,해당없음,,전기,주간,20100301,20100301,B10,서울특별시교육청,서울특별시,,,,20211108,37.59272256,126.9517793,"(37.59272256,126.9517793)"
834,중학교,사립,7031211,이화여자대학교사범대학부속이화·금란중학교,Ewha Womans University  Middle School,서울특별시서부교육지원청,3765,서울특별시 서대문구 성산로 520,(대신동),02-392-6175,http://ewha.sen.ms.kr,02-392-7336,남여공학,,N,일반계,,전기,주간,19550228,19550408,B10,서울특별시교육청,서울특별시,,,,20211108,37.56263931,126.9444886,"(37.56263931,126.9444886)"
835,중학교,공립,7031210,은평중학교,Eunpyeong Middle School,서울특별시서부교육지원청,3429,서울특별시 은평구 갈현로17나길 12-1,(구산동),02-382-3545,http://www.eunpyeong.ms.kr,02-382-3547,남여공학,,N,일반계,,전기,주간,19840109,19840504,B10,서울특별시교육청,서울특별시,,,,20211108,37.61063518,126.9083472,"(37.61063518,126.9083472)"
836,중학교,사립,7031209,예일여자중학교,Yale Girls’ Middle school,서울특별시서부교육지원청,3412,서울특별시 은평구 연서로 117,(구산동),02-380-0905,http://yale.ms.kr,02-380-0988,여,,N,일반계,,전기,주간,19650926,19650926,B10,서울특별시교육청,서울특별시,,,,20211108,37.6109459,126.9147928,"(37.6109459,126.9147928)"
837,중학교,사립,7031208,영락중학교,Youngnak Middle School,서울특별시서부교육지원청,3475,서울특별시 은평구 백련산로 134-6,/ 영락중학교 (응암동),02-388-4033,http://yn.sen.ms.kr,02-388-5497,남여공학,,N,일반계,,전기,주간,19520610,19520610,B10,서울특별시교육청,서울특별시,,,,20211108,37.5969603,126.9251803,"(37.5969603,126.9251803)"
838,중학교,공립,7031207,연희중학교,Yeonhui Middle School,서울특별시서부교육지원청,3670,서울특별시 서대문구 증가로 170,(남가좌동),02-372-2992,http://yonhi.ms.kr,02-375-9076,남여공학,,N,일반계,,전기,주간,19711229,19720506,B10,서울특별시교육청,서울특별시,,,,20211108,37.57958728,126.9187918,"(37.57958728,126.9187918)"
839,중학교,공립,7031206,연천중학교,Yeoncheon Middle School,서울특별시서부교육지원청,3338,서울특별시 은평구 연서로41길 30,(불광동),02-354-0514,http://yonchon.sen.ms.kr,02-389-7601,남여공학,,N,일반계,,전기,주간,19840109,19840504,B10,서울특별시교육청,서울특별시,,,,20211108,37.62754521,126.9258198,"(37.62754521,126.9258198)"
840,중학교,공립,7031205,연신중학교,Yonsin Middle School,서울특별시서부교육지원청,3342,서울특별시 은평구 연서로33길 16-32,(연신중학교/ 불광동),02-383-7831,http://www.yonsin.ms.kr,02-383-7855,남여공학,,N,일반계,,전기,주간,19820107,19820107,B10,서울특별시교육청,서울특별시,,,,20211108,37.62353926,126.9242879,"(37.62353926,126.9242879)"
841,중학교,공립,7031204,연서중학교,Yeonseo Middle School,서울특별시서부교육지원청,3496,서울특별시 은평구 증산서길 125-6,(증산동/연서중학교),02-6715-8000,http://www.yeonseo.ms.kr,02-376-1534,남여공학,,N,일반계,,전기,주간,19711028,19711028,B10,서울특별시교육청,서울특별시,,,,20211108,37.58701931,126.9092766,"(37.58701931,126.9092766)"
842,중학교,공립,7031203,연북중학교,Yeonbuk Middle School,서울특별시서부교육지원청,3718,서울특별시 서대문구 연희로36길 32,(연희동/연북중학교),02-332-7378,http://www.yeonbuk.ms.kr,02-337-5894,남여공학,,N,일반계,,전기,주간,19841208,19850514,B10,서울특별시교육청,서울특별시,,,,20211108,37.57757835,126.9384801,"(37.57757835,126.9384801)"
843,중학교,공립,7031202,아현중학교,Ahyeon Middle School,서울특별시서부교육지원청,4117,서울특별시 마포구 마포대로 247,(아현동/아현중학교),02-363-1813,http://ahyeon.ms.kr,02-392-4470,남여공학,,N,일반계,,전기,주간,19800202,19800202,B10,서울특별시교육청,서울특별시,,,,20211108,37.55640071,126.9565,"(37.55640071,126.9565)"
844,중학교,공립,7031201,신연중학교,Sinyeon Middle School,서울특별시서부교육지원청,3717,서울특별시 서대문구 모래내로 408,(연희동),02-379-4317,http://www.sinyeon.ms.kr,02-394-8315,남여공학,,N,일반계,,전기,주간,19861215,19870420,B10,서울특별시교육청,서울특별시,,,,20211108,37.58271543,126.9398364,"(37.58271543,126.9398364)"
845,중학교,공립,7031200,신수중학교,Sinsu Middle School,서울특별시서부교육지원청,4087,서울특별시 마포구 신수로 49,/ 신수중학교 (신수동),02-717-6004,www.sinsu.ms.kr,02-717-6077,남여공학,,N,일반계,,전기,주간,19861215,19870504,B10,서울특별시교육청,서울특별시,,,,20211108,37.545923,126.934132,"(37.545923,126.934132)"
846,중학교,공립,7031199,신도중학교,SHINDO MIDDLE SCHOOL,서울특별시서부교육지원청,3310,서울특별시 은평구 진관1로 77-30,(진관동),02-389-4330,http://www.shindo.ms.kr,02-389-4331,남여공학,,N,해당없음,,전기,주간,20100301,20100519,B10,서울특별시교육청,서울특별시,,,,20211108,37.63298366,126.9308787,"(37.63298366,126.9308787)"
847,중학교,사립,7031198,숭실중학교,Soongsil Middle School,서울특별시서부교육지원청,3445,서울특별시 은평구 은평터널로7길 6,(신사동),02-373-7641,https://soongsil.sen.ms.kr/,02-302-1681,남,,N,일반계,,전기,주간,18971010,18971010,B10,서울특별시교육청,서울특별시,,,,20211108,37.59327482,126.9024039,"(37.59327482,126.9024039)"
848,중학교,사립,7031197,숭문중학교,Soongmoon Middle School,서울특별시서부교육지원청,4126,서울특별시 마포구 숭문길 99,/ 숭문중고등학교 (대흥동),02-715-4463,http://soongmoon.sen.ms.kr/,02-711-2980,남,,N,일반계,,전기,주간,19060401,19060401,B10,서울특별시교육청,서울특별시,,,,20211108,37.55089081,126.9457689,"(37.55089081,126.9457689)"
849,중학교,공립,7031196,성서중학교,Seongseo Middle School,서울특별시서부교육지원청,3965,서울특별시 마포구 성산로4길 42,(성산동),02-3140-7100,http://www.sungseo.ms.kr,02-338-1520,남여공학,,N,일반계,,전기,주간,19840109,19840419,B10,서울특별시교육청,서울특별시,,,,20211108,37.5627873,126.9079522,"(37.5627873,126.9079522)"
850,중학교,공립,7031195,성산중학교,Sungsan Middle School,서울특별시서부교육지원청,4072,서울특별시 마포구 성지1길 32-13,(합정동),02-332-0306,http://sungsan.ms.kr/,02-332-8875,남여공학,,N,일반계,,전기,주간,19680117,19671027,B10,서울특별시교육청,서울특별시,,,,20211108,37.54731637,126.9165628,"(37.54731637,126.9165628)"
851,중학교,공립,7031194,성사중학교,Sungsa Middle School,서울특별시서부교육지원청,3951,서울특별시 마포구 모래내로9길 16,/ 성사중학교 (성산동),02-373-8002,http://www.sungsa.ms.kr,02-309-2431,남여공학,,N,일반계,,전기,주간,19801227,19810527,B10,서울특별시교육청,서울특별시,,,,20211108,37.5680911,126.912683,"(37.5680911,126.912683)"
852,중학교,사립,7031193,선정중학교,Sunjung Middle School,서울특별시서부교육지원청,3327,서울특별시 은평구 서오릉로20길 19,/ 선정중학교 (갈현동),02-3156-1400,https://sunjung.sen.ms.kr,02-359-4758,남여공학,,N,일반계,,전기,주간,19500522,19500522,B10,서울특별시교육청,서울특별시,,,,20211108,37.61870451,126.9090316,"(37.61870451,126.9090316)"
853,중학교,사립,7031192,선일여자중학교,Sunil Girls’ Middle School,서울특별시서부교육지원청,3322,서울특별시 은평구 갈현로29길 27,/ 선일여자중학교 (갈현동),02-355-0161,http://www.sunil.ms.kr,02-355-9558,여,,N,일반계,,전기,주간,19671028,19671028,B10,서울특별시교육청,서울특별시,,,,20211108,37.62030421,126.9119931,"(37.62030421,126.9119931)"
854,중학교,공립,7031191,서울여자중학교,Seoul Girls’ Middle School,서울특별시서부교육지원청,4140,서울특별시 마포구 백범로25길 34,/ 서울여자중학교 (염리동),02-716-5041,http://www.seoul.ms.kr,02-3275-1112,여,,N,일반계,,전기,주간,19550302,19550302,B10,서울특별시교육청,서울특별시,,,,20211108,37.5477805,126.94907,"(37.5477805,126.94907)"
855,중학교,공립,7031190,서연중학교,Seoyeon Middle School,서울특별시서부교육지원청,3704,서울특별시 서대문구 연희로11마길 9-6,(연희동),02-332-7376,http://seoyun.sen.ms.kr,02-337-4059,남여공학,,N,일반계,,전기,주간,19841208,19850506,B10,서울특별시교육청,서울특별시,,,,20211108,37.56822527,126.9273336,"(37.56822527,126.9273336)"
856,중학교,공립,7031189,상암중학교,Sangam middle school,서울특별시서부교육지원청,3907,서울특별시 마포구 상암산로1길 26,(상암동),02-375-5300,http://sangam.ms.kr,02-375-5369,남여공학,,N,해당없음,,전기,주간,20070301,20070605,B10,서울특별시교육청,서울특별시,,,,20211108,37.57905692,126.8875508,"(37.57905692,126.8875508)"
857,중학교,공립,7031188,상신중학교,Sangsin Middle School,서울특별시서부교육지원청,3447,서울특별시 은평구 증산로15길 61,(신사동),02-305-5139,http://sangsin.sen.ms.kr,02-374-4068,남여공학,,N,일반계,,전기,주간,19841208,19850506,B10,서울특별시교육청,서울특별시,,,,20211108,37.58978547,126.9064249,"(37.58978547,126.9064249)"
858,중학교,공립,7031187,불광중학교,Bulgwang Middle School,서울특별시서부교육지원청,3359,서울특별시 은평구 불광로 180,/ 불광중학교 (불광동),02-384-6591,http://bulgwang.ms.kr,02-385-8357,남여공학,,N,일반계,,전기,주간,19740920,19740920,B10,서울특별시교육청,서울특별시,,,,20211108,37.62320355,126.9321291,"(37.62320355,126.9321291)"
859,중학교,사립,7031186,명지중학교,Myongji Middle School,서울특별시서부교육지원청,3656,서울특별시 서대문구 명지2길 56,(홍은동),02-302-7072,http://www.myongji.sen.ms.kr,02-303-6669,남여공학,,N,일반계,,전기,주간,19480412,19480412,B10,서울특별시교육청,서울특별시,,,,20211108,37.58491135,126.9270902,"(37.58491135,126.9270902)"
860,중학교,사립,7031185,동명여자중학교,Dongmyung Girls’ Middle School,서울특별시서부교육지원청,3735,서울특별시 서대문구 독립문로 49,(천연동),02-363-5043,http://www.dongmyunggirls.ms.kr,02-363-5044,여,,N,일반계,,전기,주간,19210603,19210603,B10,서울특별시교육청,서울특별시,,,,20211108,37.56861542,126.9622529,"(37.56861542,126.9622529)"
861,중학교,사립,7031184,동도중학교,Dongdo Middle School,서울특별시서부교육지원청,4140,서울특별시 마포구 백범로 139,동도중학교,02-716-5391,http://www.dong-do.ms.kr,02-716-5392,남여공학,,N,일반계,,전기,주간,19550409,19620628,B10,서울특별시교육청,서울특별시,,,,20211108,37.54670177,126.9469053,"(37.54670177,126.9469053)"
862,중학교,공립,7031183,덕산중학교,Duksan Middle School,서울특별시서부교육지원청,3433,서울특별시 은평구 가좌로 400,(신사동),02-3146-7200,http://www.duksan.ms.kr,02-3146-7210,남여공학,,N,일반계,,전기,주간,19880202,19880419,B10,서울특별시교육청,서울특별시,,,,20211108,37.6022574,126.9046771,"(37.6022574,126.9046771)"
863,중학교,사립,7031182,대성중학교,Daeseong Middle School,서울특별시서부교육지원청,3322,서울특별시 은평구 갈현로29길 51-24,/ 대성중학교 (갈현동),02-6252-1100,http://www.dsms.sen.ms.kr,02-386-2534,남,,N,일반계,,전기,주간,19690115,19690115,B10,서울특별시교육청,서울특별시,,,,20211108,37.62314228,126.9097907,"(37.62314228,126.9097907)"
864,중학교,공립,7031181,구산중학교,Gusan Middle School,서울특별시서부교육지원청,3429,서울특별시 은평구 갈현로15길 20-23,(구산동/구산중학교),02-389-8785,http://gusanjung.ms.kr,02-385-3098,남여공학,,N,일반계,,전기,주간,19811209,19830419,B10,서울특별시교육청,서울특별시,,,,20211108,37.60987202,126.9094887,"(37.60987202,126.9094887)"
865,중학교,사립,7031180,광성중학교,Kwangsung Middle School,서울특별시서부교육지원청,4097,서울 마포구 신수로8길 20,(신수동/광성중고등학교),02-703-3456,http://www.kwangsung.ms.kr,02-3273-5120,남,,N,일반계,,전기,주간,18940406,18940406,B10,서울특별시교육청,서울특별시,,,,20211108,37.54869756,126.9359696,"(37.54869756,126.9359696)"
866,중학교,사립,7031179,경성중학교,Gyeongseong Middle School,서울특별시서부교육지원청,3977,서울특별시 마포구 성미산로 111,/ 경성중학교 (연남동/경성중고등학교),02-3140-1114,http://www.gyeongseong.ms.kr,02-334-7533,남,,N,일반계,,전기,주간,19670902,19671023,B10,서울특별시교육청,서울특별시,,,,20211108,37.56351064,126.9191663,"(37.56351064,126.9191663)"
867,초등학교,사립,7031177,홍익대학교사범대학부속초등학교,Hongik University Elementary School,서울특별시서부교육지원청,3967,서울특별시 마포구 성미산로 51,(성산동),02-336-3500,http://hongik.sen.es.kr,02-331-7210,남여공학,,N,일반계,,전기,주간,19660312,19660312,B10,서울특별시교육청,서울특별시,,,,20211108,37.55964474,126.9132084,"(37.55964474,126.9132084)"
868,초등학교,사립,7031176,충암초등학교,Choongam Elementary School,서울특별시서부교육지원청,3481,서울특별시 은평구 가좌로5길 5,(응암동),02-302-2430,http://www.choongam.es.kr,02-302-8710,남여공학,,N,일반계,,전기,주간,19651115,19661109,B10,서울특별시교육청,서울특별시,,,,20211108,37.58464029,126.9218095,"(37.58464029,126.9218095)"
869,초등학교,사립,7031175,추계초등학교,Chugye Elementary School,서울특별시서부교육지원청,3762,서울특별시 서대문구 북아현로11가길 7,(북아현동/추계초등학교),02-312-7701,http://www.chugye.es.kr,02-312-7750,남여공학,,N,일반계,,전기,주간,19640720,19640720,B10,서울특별시교육청,서울특별시,,,,20211108,37.56317672,126.9540593,"(37.56317672,126.9540593)"
870,초등학교,사립,7031174,이화여자대학교사범대학부속초등학교,Ewha Woman’s University Elementary School,서울특별시서부교육지원청,3765,서울특별시 서대문구 성산로 512-39,(대신동/이화여대부속초등학교),02-363-5555,http://www.ewha.net,02-364-6001,남여공학,,N,일반계,,전기,주간,19550408,19550408,B10,서울특별시교육청,서울특별시,,,,20211108,37.56115022,126.9427751,"(37.56115022,126.9427751)"
871,초등학교,사립,7031173,은혜초등학교,Eunhye Elementary School,서울특별시서부교육지원청,3351,서울특별시 은평구 통일로78가길 20,/ 은혜초등학교 (불광동),02-355-3912,http://www.eunhye.es.kr,02-387-3430,남여공학,,N,일반계,,전기,주간,19660221,19660310,B10,서울특별시교육청,서울특별시,,,,20211108,37.61775859,126.9273984,"(37.61775859,126.9273984)"
872,초등학교,사립,7031172,예일초등학교,Yale Elementary School,서울특별시서부교육지원청,3412,서울특별시 은평구 연서로 117,/ 예일초등학교 (구산동),02-3800-777,http://www.yale.es.kr,02-3800-786,남여공학,,N,일반계,,전기,주간,19650926,19650926,B10,서울특별시교육청,서울특별시,,,,20211108,37.6109459,126.9147928,"(37.6109459,126.9147928)"
873,초등학교,사립,7031170,선일초등학교,Sunil Elementary School,서울특별시서부교육지원청,3322,서울특별시 은평구 갈현로29길 27,/ 선일초등학교 (갈현동),02-355-0160,http://www.sunil.es.kr,02-389-5270,남여공학,,N,일반계,,전기,주간,19650907,19650907,B10,서울특별시교육청,서울특별시,,,,20211108,37.62030421,126.9119931,"(37.62030421,126.9119931)"
874,초등학교,공립,7031169,서울홍제초등학교,Seoul Hongje Elementary School,서울특별시서부교육지원청,3616,서울특별시 서대문구 홍은중앙로 13,/ 서울홍제초등학교 (홍은동),02-396-7235,www.hongje.es.kr,02-396-7273,남여공학,,N,일반계,,전기,주간,19370521,19370521,B10,서울특별시교육청,서울특별시,,,,20211108,37.59350546,126.9454205,"(37.59350546,126.9454205)"
875,초등학교,공립,7031168,서울홍은초등학교,Seoul Hong-eun Elementary School,서울특별시서부교육지원청,3617,서울특별시 서대문구 세검정로 105,/ 홍제동/서울홍은초등학교 (홍제동),02-391-2196,http://hongeun.es.kr,02-394-5320,남여공학,,N,일반계,,전기,주간,19740306,19740306,B10,서울특별시교육청,서울특별시,,,,20211108,37.59754027,126.949458,"(37.59754027,126.949458)"
876,초등학교,공립,7031167,서울홍연초등학교,Seoul Hongyeon Elementary School,서울특별시서부교육지원청,3657,서울특별시 서대문구 백련사길 55,/ 서울홍연초등학교 (홍은동),02-394-1802,http://www.hyc.es.kr,02-379-4456,남여공학,,N,일반계,,전기,주간,19750703,19750703,B10,서울특별시교육청,서울특별시,,,,20211108,37.58211871,126.9306604,"(37.58211871,126.9306604)"
877,초등학교,공립,7031166,서울한서초등학교,Seoul Hanseo Elementary School,서울특별시서부교육지원청,4123,서울특별시 마포구 대흥로24바길 27,/ 서울한서초 (염리동),02-716-4914,http://www.hanseo.es.kr,02-718-0563,남여공학,,N,일반계,,전기,주간,19451101,19451101,B10,서울특별시교육청,서울특별시,,,,20211108,37.55364783,126.9497788,"(37.55364783,126.9497788)"
878,초등학교,공립,7031165,서울창천초등학교,Seoul Changcheon Elementary School,서울특별시서부교육지원청,4102,서울특별시 마포구 백범로1길 56,/ 서울창천초등학교 (노고산동),02-715-4667,http://www.changchon.es.kr,02-718-9277,남여공학,,N,일반계,,전기,주간,19400129,19400401,B10,서울특별시교육청,서울특별시,,,,20211108,37.55491782,126.9392951,"(37.55491782,126.9392951)"
879,초등학교,공립,7031164,서울창서초등학교,Seoul Changseo Elementary School,서울특별시서부교육지원청,3787,서울특별시 서대문구 연세로5나길 30-3,(창천동/ 서울창서초등학교),02-332-9532,http://scs.sen.es.kr,02-323-3867,남여공학,,N,일반계,,전기,주간,19611101,19611101,B10,서울특별시교육청,서울특별시,,,,20211108,37.55814305,126.9334809,"(37.55814305,126.9334809)"
880,초등학교,공립,7031163,서울진관초등학교,Seoul Jingwan Elementary School,서울특별시서부교육지원청,3303,서울특별시 은평구 진관4로 78-16,(진관동/진관초등학교),02-386-3365,http://www.jingwan.es.kr,02-386-3316,남여공학,,N,해당없음,,전기,주간,20080901,20080901,B10,서울특별시교육청,서울특별시,,,,20211108,37.64543483,126.9292166,"(37.64543483,126.9292166)"
881,초등학교,공립,7031162,서울증산초등학교,Seoul Jeungsan Elementary School,서울특별시서부교육지원청,3493,서울특별시 은평구 증산서길 61,(증산동),02-373-6305,http://jeungsancho.es.kr,02-307-7937,남여공학,,N,일반계,,전기,주간,19761126,19761126,B10,서울특별시교육청,서울특별시,,,,20211108,37.58256527,126.9042764,"(37.58256527,126.9042764)"
882,초등학교,공립,7031161,서울중동초등학교,Seoul Jungdong Elementary School,서울특별시서부교육지원청,3949,서울특별시 마포구 월드컵북로 152,(성산동),02-373-4835,http://www.jungdong.es.kr,02-307-7768,남여공학,,N,일반계,,전기,주간,19770901,19771202,B10,서울특별시교육청,서울특별시,,,,20211108,37.56641061,126.9117752,"(37.56641061,126.9117752)"
883,초등학교,공립,7031160,서울인왕초등학교,Seoul Inwang Elementary School,서울특별시서부교육지원청,3629,서울특별시 서대문구 세무서길 33-9,(홍제동/서울인왕초등학교),02-395-4094,http://www.inwang.es.kr,02-394-5026,남여공학,,N,일반계,,전기,주간,19621112,19621112,B10,서울특별시교육청,서울특별시,,,,20211108,37.59021988,126.9448045,"(37.59021988,126.9448045)"
884,초등학교,공립,7031159,서울응암초등학교,Seoul Eung-am Elementary School,서울특별시서부교육지원청,3470,서울특별시 은평구 가좌로6길 20,/ 서울응암초등학교 (응암동),02-309-5555,http://www.eungam.es.kr/,02-309-5554,남여공학,,N,일반계,,전기,주간,19621112,19621112,B10,서울특별시교육청,서울특별시,,,,20211108,37.58875319,126.9216161,"(37.58875319,126.9216161)"
885,초등학교,공립,7031158,서울은평초등학교,Seoul Eunpyeong Elementary School,서울특별시서부교육지원청,3382,서울특별시 은평구 은평로 239,(녹번동),02-355-2578,http://www.eunpyeong.es.kr,02-384-0406,남여공학,,N,일반계,,전기,주간,19310401,19310401,B10,서울특별시교육청,서울특별시,,,,20211108,37.60230404,126.9340336,"(37.60230404,126.9340336)"
886,초등학교,공립,7031157,서울은진초등학교,Seoul Eunjin Elementary School,서울특별시서부교육지원청,3311,서울특별시 은평구 진관1로 21-20,/ 은진초등학교 (진관동),02-351-3561,http://www.eunjin.es.kr,02-351-3681,남여공학,,N,해당없음,,전기,주간,20081231,20090430,B10,서울특별시교육청,서울특별시,,,,20211108,37.63304404,126.920996,"(37.63304404,126.920996)"
887,초등학교,공립,7031156,서울은명초등학교,Seoul Eunmyung Elementary School,서울특별시서부교육지원청,3453,서울특별시 은평구 은평로4길 21-9,/ 서울은명초등학교 (응암동),02-359-9517,http://www.em.es.kr,02-359-9520,남여공학,,N,해당없음,,전기,주간,20080716,20081026,B10,서울특별시교육청,서울특별시,,,,20211108,37.59767912,126.9182757,"(37.59767912,126.9182757)"
888,초등학교,공립,7031155,서울용강초등학교,Seoul Yong-gang Elementary School,서울특별시서부교육지원청,4136,서울특별시 마포구 백범로17길 9,(대흥동),02-715-1749,http://www.yonggang.es.kr,02-717-1670,남여공학,,N,일반계,,전기,주간,19160426,19160426,B10,서울특별시교육청,서울특별시,,,,20211108,37.54910215,126.9440443,"(37.54910215,126.9440443)"
889,초등학교,공립,7031154,서울염리초등학교,Seoul Yeomri Elementary School,서울특별시서부교육지원청,4155,서울특별시 마포구 토정로37길 37,/ 서울염리초등학교 (염리동),02-715-4916,https://yeomri.sen.es.kr,02-701-1163,남여공학,,N,일반계,,전기,주간,19830803,19831122,B10,서울특별시교육청,서울특별시,,,,20211108,37.54271029,126.945999,"(37.54271029,126.945999)"
890,초등학교,공립,7031153,서울연희초등학교,Seoul Yeonhui Elementary School,서울특별시서부교육지원청,3723,서울특별시 서대문구 연희로 136,(연희동/ 서울연희초등학교),02-338-9919,http://yeonhui.sen.es.kr,02-322-7795,남여공학,,N,일반계,,전기,주간,19681207,19681207,B10,서울특별시교육청,서울특별시,,,,20211108,37.56904593,126.9341423,"(37.56904593,126.9341423)"
891,초등학교,공립,7031152,서울연천초등학교,Seoul Yeoncheon Elementary School,서울특별시서부교육지원청,3348,서울특별시 은평구 연서로34길 22,/ 연천초등학교 (불광동),02-357-3911,http://yc1985.sen.es.kr,02-357-3916,남여공학,,N,일반계,,전기,주간,19841205,19850506,B10,서울특별시교육청,서울특별시,,,,20211108,37.62134929,126.9299179,"(37.62134929,126.9299179)"
892,초등학교,공립,7031151,서울연은초등학교,Seoul Yeoneun Elementary School,서울특별시서부교육지원청,3476,서울특별시 은평구 백련산로2길 35,/ 서울연은초등학교 (응암동),02-372-6999,http://www.yeoneun.es.kr,02-376-1076,남여공학,,N,일반계,,전기,주간,19831020,19831020,B10,서울특별시교육청,서울특별시,,,,20211108,37.59051222,126.9251126,"(37.59051222,126.9251126)"
893,초등학교,공립,7031150,서울연신초등학교,Seoul Yeonsin Elementary School,서울특별시서부교육지원청,3338,서울특별시 은평구 연서로 347,(불광동),02-387-0373,http://www.yeonsin.es.kr,02-388-1658,남여공학,,N,일반계,,전기,주간,19760318,19760318,B10,서울특별시교육청,서울특별시,,,,20211108,37.62605996,126.9277513,"(37.62605996,126.9277513)"
894,초등학교,공립,7031149,서울연광초등학교,Seoul YeonGwang Elementary School,서울특별시서부교육지원청,3342,서울특별시 은평구 연서로35길 37,/ 서울연광초등학교 (불광동),02-353-5141,http://www.yeonkwang.es.kr,02-353-5136,남여공학,,N,해당없음,,전기,주간,20040301,20040301,B10,서울특별시교육청,서울특별시,,,,20211108,37.62364876,126.923909,"(37.62364876,126.923909)"
895,초등학교,공립,7031148,서울연가초등학교,Seoul Yeon-ga Elementary School,서울특별시서부교육지원청,3670,서울특별시 서대문구 증가로12가길 49-50,/ 연가초등학교 (남가좌동),02-372-3044,http://www.yeonga.es.kr,02-309-0589,남여공학,,N,일반계,,전기,주간,19721130,19730907,B10,서울특별시교육청,서울특별시,,,,20211108,37.5795632,126.9173292,"(37.5795632,126.9173292)"
896,초등학교,공립,7031147,서울역촌초등학교,Seoul Yeokchon Elementary School,서울특별시서부교육지원청,3420,서울특별시 은평구 은평로3길 25,/ 서울역촌초등학교 (역촌동/서울역촌초등학교),02-352-2245,http://yeokchon.es.kr,02-354-9368,남여공학,,N,일반계,,전기,주간,19721201,19730316,B10,서울특별시교육청,서울특별시,,,,20211108,37.60158417,126.913928,"(37.60158417,126.913928)"
897,초등학교,공립,7031146,서울안산초등학교,Seoul Ansan Elementary School,서울특별시서부교육지원청,3731,서울특별시 서대문구 통일로 321,(홍제동),02-737-4265,http://www.ansan.es.kr,02-725-0136,남여공학,,N,일반계,,전기,주간,19360619,19371130,B10,서울특별시교육청,서울특별시,,,,20211108,37.57916901,126.9522097,"(37.57916901,126.9522097)"
898,초등학교,공립,7031145,서울아현초등학교,Seoul Ahyeon Elementary School,서울특별시서부교육지원청,4117,서울특별시 마포구 굴레방로 6,(아현동),02-313-5845,http://ahyun.es.kr,02-364-6278,남여공학,,N,일반계,,전기,주간,19250402,19250402,B10,서울특별시교육청,서울특별시,,,,20211108,37.5558319,126.9562422,"(37.5558319,126.9562422)"
899,초등학교,공립,7031144,서울신석초등학교,Seoul Sinseok Elementary School,서울특별시서부교육지원청,4090,서울특별시 마포구 대흥로 33,/ 서울신석초등학교 (신수동),02-715-3669,http://sinseok.es.kr,02-715-0117,남여공학,,N,일반계,,전기,주간,19640310,19640310,B10,서울특별시교육청,서울특별시,,,,20211108,37.54453582,126.9377793,"(37.54453582,126.9377793)"
